,TCO2 electricity,TCO2 fuel,TCO2 gas,left TCO2
0.0,0.0,3.773922,0.17842139999999995,0.0
0.25,0.98808585,2.96425755,0.0,0.0
0.5,1.9761717,1.9761717,0.0,0.0
0.75,2.96425755,0.98808585,0.0,0.0
1.0,3.9523434,0.0,0.0,0.0
