,TCO2 electricity,TCO2 fuel,TCO2 gas,left TCO2
0.0,0.0,3.773922,1.4958692,0.0
0.25,1.3174478,3.773922,0.17842139999999995,0.0
0.5,2.6348956,2.6348956,0.0,0.0
0.75,3.9523434,1.3174478,0.0,0.0
1.0,4.0,1.2697912000000002,0.0,0.0
