,TCO2 electricity,TCO2 fuel,TCO2 gas,left TCO2
0.0,0.0,1.3174478,0,0.0
0.25,0.32936195,0.98808585,0,0.0
0.5,0.6587239,0.6587239,0,0.0
0.75,0.98808585,0.32936195,0,0.0
1.0,1.3174478,0.0,0,0.0
