,TCO2 electricity,TCO2 fuel,TCO2 gas,left TCO2
0.0,0.0,3.773922,1.549184,4.557752499999999
0.25,2.470214625,3.773922,1.549184,2.0875378749999998
0.5,4.0,3.773922,1.549184,0.5577525000000003
0.75,4.0,3.773922,1.549184,0.5577525000000003
1.0,4.0,3.773922,1.549184,0.5577525000000003
