Auton_community,Name_organ,Num_empl,Sector_organ,TCO2,Type_organ,Unnamed: 0,Year
"Madrid, Comunidad de","SERVICIOS COMUNITARIOS, S.A.",28.0,N. Actividades administrativas y servicios auxiliares,37.0,Pequeña,2191.0,2019.0
Comunitat Valenciana,"MLS TEXTILES 1992, S.L.",118.0,C. Industria manufacturera,166.0,Mediana,2192.0,2017.0
Andalucía,"INMOBILIARIA PUERTA REAL, S.A.",35.0,I. Hostelería,205.0,Pequeña,2193.0,2018.0
Canarias,"DC SERVICIOS AMBIENTALES, S.L.",10.0,"M. Actividades profesionales, científicas y técnicas",1.0,Pequeña,2194.0,2019.0
"Asturias, Principado de","ESNOVA RACKS, S.A.",211.0,C. Industria manufacturera,4046.0,Mediana,2195.0,2018.0
"Asturias, Principado de","ESNOVA RACKS, S.A.",206.0,C. Industria manufacturera,4439.0,Mediana,2196.0,2017.0
Aragón,"IMPRESA NORTE, S.L.U.",48.0,C. Industria manufacturera,1392.0,Pequeña,2197.0,2018.0
"Madrid, Comunidad de",SPUTNIK CLIMBING S.L.,10.0,"R. Actividades artísticas, recreativas y de entretenimiento",15.0,Pequeña,2198.0,2019.0
Comunitat Valenciana,GREEN FRUITS COOP. V. ,146.0,"A. Agricultura, ganadería, silvicultura y pesca",499.0,Mediana,2199.0,2019.0
"Madrid, Comunidad de","ACCIONA, S.A.",7433.0,K. Actividades financieras y de seguros,43160.0,Gran empresa,2200.0,2019.0
"Madrid, Comunidad de","SIGENA PROCESOS ALIMENTARIOS, S.L.",11.0,F. Construcción,18.0,Pequeña,2201.0,2019.0
Castilla y León,"NORSOL ELÉCTRICA, S.L.",9.0,"M. Actividades profesionales, científicas y técnicas",71.0,Micro,2202.0,2018.0
Castilla y León,"NORSOL ELÉCTRICA, S.L.",9.0,"M. Actividades profesionales, científicas y técnicas",86.0,Micro,2203.0,2019.0
"Madrid, Comunidad de","EVERIS SPAIN, S.L.",7482.0,J. Información y comunicaciones,10508.0,Gran empresa,2204.0,2019.0
Castilla y León,"EUROFRITS, S.A.",197.0,C. Industria manufacturera,1986.0,Mediana,2205.0,2019.0
"Madrid, Comunidad de","SACYR, S.A.",9361.0,F. Construcción,1706045.0,Gran empresa,2206.0,2019.0
"Madrid, Comunidad de",CLARO SOL FACILITY SERVICES,9.0,N. Actividades administrativas y servicios auxiliares,372.0,Micro,2207.0,2019.0
Castilla y León,"CREO GESTORES ENERGÉTICOS, S.L.",7.0,"M. Actividades profesionales, científicas y técnicas",9.0,Micro,2208.0,2016.0
Castilla y León,"CREO GESTORES ENERGÉTICOS, S.L.",8.0,"M. Actividades profesionales, científicas y técnicas",10.0,Micro,2209.0,2017.0
Castilla y León,"CREO GESTORES ENERGÉTICOS, S.L.",8.0,"M. Actividades profesionales, científicas y técnicas",10.0,Micro,2210.0,2018.0
Castilla y León,"CREO GESTORES ENERGÉTICOS, S.L.",7.0,"M. Actividades profesionales, científicas y técnicas",8.0,Micro,2211.0,2019.0
Comunitat Valenciana,SUNBEACHPOINT S.L ,174.0,I. Hostelería,603.0,Mediana,2212.0,2019.0
Andalucía,"DESARROLLOS TECNOLÓGICOS INTELEC, S.L.",8.0,"R. Actividades artísticas, recreativas y de entretenimiento",52.0,Micro,2213.0,2019.0
Aragón,"IBERCAJA BANCO, S.A.",3852.0,K. Actividades financieras y de seguros,9837.0,Gran empresa,2214.0,2019.0
"Madrid, Comunidad de","AFYC CALIDAD Y MEDIO AMBIENTE, S.L.",35.0,"M. Actividades profesionales, científicas y técnicas",25.0,Pequeña,2215.0,2019.0
"Madrid, Comunidad de","ALISEA ESCO, S.A.",110.0,"M. Actividades profesionales, científicas y técnicas",29.0,Mediana,2216.0,2017.0
"Madrid, Comunidad de","ALISEA ESCO, S.A.",122.0,"M. Actividades profesionales, científicas y técnicas",29.0,Mediana,2217.0,2018.0
"Madrid, Comunidad de","ALISEA ESCO, S.A.",105.0,"M. Actividades profesionales, científicas y técnicas",22.0,Mediana,2218.0,2019.0
Andalucía,"CONSTRUCCIONES SÁNCHEZ DOMINGO, SANDO",1967.0,F. Construcción,774.0,Gran empresa,2219.0,2018.0
"Balears, Illes","SERVICIOS TÉCNICOS PORTUARIOS, S.L.",218.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,336.0,Mediana,2220.0,2018.0
"Madrid, Comunidad de","GESOR GESTIÓN Y ORGANIZACIÓN PARA EMPRESAS, S.L.",20.0,"M. Actividades profesionales, científicas y técnicas",9.0,Pequeña,2221.0,2019.0
Cataluña,ECOBAULA,16.0,"M. Actividades profesionales, científicas y técnicas",5.0,Pequeña,2222.0,2019.0
Aragón,"ORCHARD FRUIT CO., S.L.",161.0,"A. Agricultura, ganadería, silvicultura y pesca",769.0,Mediana,2223.0,2019.0
Andalucía,"MERCAGRANADA, S.A.",47.0,L. Actividades inmobiliarias,279.0,Pequeña,2224.0,2016.0
Andalucía,"MERCAGRANADA, S.A.",47.0,L. Actividades inmobiliarias,277.0,Pequeña,2225.0,2017.0
Andalucía,"RECICLADO DE COMPONENETES ELÉCTRICOS, S.A. (RECILEC)",36.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",655.0,Pequeña,2226.0,2018.0
Aragón,"CONTADORES DE AGUA DE ZARAGOZA, S.A.",54.0,C. Industria manufacturera,24.0,Mediana,2227.0,2019.0
Andalucía,GORDILLOS'S CAL DE MORÓN,41.0,C. Industria manufacturera,174.0,Pequeña,2228.0,2018.0
Andalucía,"RECODUL, S.L.",98.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,77.0,Mediana,2229.0,2018.0
"Murcia, Región de","STV GESTIÓN, S.L.",5867.0,N. Actividades administrativas y servicios auxiliares,2671.0,Gran empresa,2230.0,2019.0
"Murcia, Región de","BALLESTER MOVILIDAD, S.L.",11.0,C. Industria manufacturera,14.0,Pequeña,2231.0,2019.0
Galicia,"MEJILLONES NIDAL, S.L.",44.0,C. Industria manufacturera,854.0,Pequeña,2232.0,2019.0
Andalucía,"GABITEL SOLUCIONES TÉCNICAS, S.L.",220.0,"M. Actividades profesionales, científicas y técnicas",274.0,Mediana,2233.0,2019.0
"Murcia, Región de","QUÍMICA DEL ESTRONCIO, S.A.U.",218.0,C. Industria manufacturera,6766.0,Mediana,2234.0,2019.0
"Madrid, Comunidad de","TUNSTALL IBÉRICA, S.A.U.",8.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,80.0,Micro,2235.0,2019.0
"Balears, Illes","CONSTRUCCIONES OLIVES, S.L.",75.0,F. Construcción,72.0,Mediana,2236.0,2019.0
Comunitat Valenciana,"GALVANIZADORA VALENCIANA, S.L.U.",234.0,C. Industria manufacturera,33260.0,Mediana,2237.0,2019.0
Canarias,"PRESTA SERVICIOS AMBIENTALES, S.L.",2.0,"M. Actividades profesionales, científicas y técnicas",3.0,Micro,2238.0,2019.0
Comunitat Valenciana,"MLS TEXTILES 1992, S.L.",130.0,C. Industria manufacturera,158.0,Mediana,2239.0,2018.0
"Madrid, Comunidad de","EQUIPOS INDUSTRIALES DE MANUTENCIÓN, S.A. (EINSA)",165.0,C. Industria manufacturera,525.0,Mediana,2240.0,2019.0
Andalucía,"GIMASUR AMBIENTAL, S.L.",4.0,N. Actividades administrativas y servicios auxiliares,10.0,Micro,2241.0,2019.0
Extremadura,COSTA BLANCA TOUR SERVICES,3.0,"R. Actividades artísticas, recreativas y de entretenimiento",9.0,Micro,2242.0,2017.0
Comunitat Valenciana,"UBESOL, S.L.",119.0,C. Industria manufacturera,146.0,Mediana,2243.0,2019.0
"Murcia, Región de","FRANCISCO ARAGÓN, S.L.",2515.0,C. Industria manufacturera,1222.0,Gran empresa,2244.0,2019.0
"Murcia, Región de","AUXILIAR CONSERVERA, S.A.",217.0,C. Industria manufacturera,4536.0,Mediana,2245.0,2019.0
Comunitat Valenciana,"MLS TEXTILES 1992, S.L.",118.0,C. Industria manufacturera,145.0,Mediana,2246.0,2019.0
Comunitat Valenciana,"ATQ QUIMYSER, S.L.",25.0,"M. Actividades profesionales, científicas y técnicas",10.0,Pequeña,2247.0,2019.0
"Madrid, Comunidad de","HEWLETT PACKARD SERVICIOS ESPAÑA, S.L.",6648.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,1634.0,Gran empresa,2248.0,2019.0
Andalucía,"EMPRESA MUNICIPAL DE ABASTECIMIENTO Y SANEAMIENTO DE GRANADA, S.A. (EMASAGRA)",203.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",7159.0,Mediana,2249.0,2019.0
Galicia,AGROAMB,42.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",1670.0,Pequeña,2250.0,2019.0
Comunitat Valenciana,JAVALOYES JOYEROS,1.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,1.0,Micro,2251.0,2019.0
Andalucía,"PROYECTA INGENIO, S.L.",35.0,S. Otros servicios,35.0,Pequeña,2252.0,2019.0
"Murcia, Región de","SOLTEC ENERGÍAS RENOVABLES, S.L.",445.0,"D. Suministro de energía eléctrica, gas, vapor y aire acondicionado",43.0,Gran empresa,2253.0,2019.0
Comunitat Valenciana,"L'ANTIC COLONIAL, S.A.",154.0,F. Construcción,280.0,Mediana,2254.0,2019.0
Cataluña,"PABASAEUROASFALT, S.A.",47.0,F. Construcción,1943.0,Pequeña,2255.0,2019.0
Castilla y León,"RADIO VIAJERA, S.L.L.",12.0,J. Información y comunicaciones,1.0,Pequeña,2256.0,2019.0
Aragón,"SUELO Y VIVIENDA DE ARAGON, S.L.U.",27.0,L. Actividades inmobiliarias,44.0,Pequeña,2257.0,2019.0
"Madrid, Comunidad de",GRUPO ACCENTURE,7764.0,J. Información y comunicaciones,16020.0,Gran empresa,2258.0,2019.0
Cataluña,SHARP ELECTRONICS (EUROPE) LIMITED. ESPAÑA.,82.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,41.0,Mediana,2259.0,2019.0
"Madrid, Comunidad de",GRUPO ACCENTURE,7762.0,J. Información y comunicaciones,17808.0,Gran empresa,2260.0,2018.0
Comunitat Valenciana,"DOALCO, S.A.",28.0,F. Construcción,64.0,Pequeña,2261.0,2018.0
"Madrid, Comunidad de","VÍAS Y CONSTRUCCIONES, S.A.",6715.0,F. Construcción,83185.0,Gran empresa,2262.0,2019.0
Extremadura,COSTA BLANCA TOUR SERVICES,2.0,"R. Actividades artísticas, recreativas y de entretenimiento",8.0,Micro,2263.0,2018.0
"Navarra, Comunidad Foral de","KUNAK TECHNOLOGIES, S.L.",13.0,C. Industria manufacturera,1.0,Pequeña,2264.0,2019.0
Comunitat Valenciana,"AGRITECNO FERTILIZANTES, S.L.",60.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,3.0,Mediana,2265.0,2019.0
Comunitat Valenciana,"AGRO2AGRI, S.L.",22.0,K. Actividades financieras y de seguros,3.0,Pequeña,2266.0,2019.0
Comunitat Valenciana,"DADELOS AGROSOLUTIONS, S.L.",123.0,C. Industria manufacturera,170.0,Mediana,2267.0,2019.0
Comunitat Valenciana,"R. BELDA LLORENS, S.A.",215.0,C. Industria manufacturera,3485.0,Mediana,2268.0,2019.0
Comunitat Valenciana,"ENVASES GIRONA, S.L.",161.0,C. Industria manufacturera,397.0,Mediana,2269.0,2019.0
Extremadura,COSTA BLANCA TOUR SERVICES,1.0,"R. Actividades artísticas, recreativas y de entretenimiento",5.0,Micro,2270.0,2019.0
Andalucía,"MERCAGRANADA, S.A.",44.0,L. Actividades inmobiliarias,235.0,Pequeña,2271.0,2015.0
Andalucía,"EIFFAGE INFRAESTRUCTURAS, S.A.",5593.0,F. Construcción,17595.0,Gran empresa,2272.0,2019.0
Andalucía,"EIFFAGE INFRAESTRUCTURAS, S.A.",5780.0,F. Construcción,18254.0,Gran empresa,2273.0,2018.0
Andalucía,"MASFALT, S.A.",216.0,F. Construcción,1601.0,Mediana,2274.0,2018.0
Andalucía,"MASFALT, S.A.",224.0,F. Construcción,1795.0,Mediana,2275.0,2019.0
Cataluña,"IMAN CLEANING, S.L.",802.0,N. Actividades administrativas y servicios auxiliares,47.0,Gran empresa,2276.0,2018.0
"Murcia, Región de","ARENISCAS ROSAL, S.A.",12.0,B. Industrias extractivas,189.0,Pequeña,2277.0,2019.0
Andalucía,"GABITEL SOLUCIONES TÉCNICAS, S.L.",201.0,"M. Actividades profesionales, científicas y técnicas",148.0,Mediana,2278.0,2016.0
Andalucía,"GABITEL SOLUCIONES TÉCNICAS, S.L.",239.0,"M. Actividades profesionales, científicas y técnicas",469.0,Mediana,2279.0,2017.0
Andalucía,"GABITEL SOLUCIONES TÉCNICAS, S.L.",244.0,"M. Actividades profesionales, científicas y técnicas",634.0,Mediana,2280.0,2018.0
Comunitat Valenciana,"URBAMED INFRAESTRUCTURAS, S.L.",36.0,F. Construcción,126.0,Pequeña,2281.0,2019.0
Comunitat Valenciana,"APPREZIA MEJORES PRÁCTICAS, S.L.",4.0,"M. Actividades profesionales, científicas y técnicas",4.0,Micro,2282.0,2019.0
"Balears, Illes",CLUB DE VELA PUERTO DE ANDRATX,47.0,"R. Actividades artísticas, recreativas y de entretenimiento",1053.0,Pequeña,2283.0,2019.0
País Vasco,"BAHÍA DE BIZKAIA GAS, S.L.",4659.0,H. Transporte y almacenamiento,14643.0,Gran empresa,2284.0,2019.0
"Madrid, Comunidad de","ORANGE ESPAGNE, S.A.U.",5007.0,J. Información y comunicaciones,7642.0,Gran empresa,2285.0,2019.0
"Madrid, Comunidad de","CN CENTROS DE NEGOCIOS G-88, S.L.",27.0,N. Actividades administrativas y servicios auxiliares,31.0,Pequeña,2286.0,2019.0
Cataluña,"GESTIO INTEGRAL CEMENTIRIS DE NOMBER, S.L.",211.0,S. Otros servicios,1018.0,Mediana,2287.0,2019.0
"Murcia, Región de","ARENISCAS ROSAL, S.A.",47.0,B. Industrias extractivas,279.0,Pequeña,2288.0,2018.0
Comunitat Valenciana,"LEVANTINA, INGENIERÍA Y CONSTRUCCIÓN, S.L.",158.0,F. Construcción,280.0,Mediana,2289.0,2019.0
Aragón,FUNDACIÓN ECOLOGÍA Y DESARROLLO,15.0,S. Otros servicios,11.0,Pequeña,2290.0,2019.0
"Madrid, Comunidad de","HORIZON IBÉRICA, S.L.",1.0,I. Hostelería,3.0,Micro,2291.0,2019.0
"Balears, Illes","JARDI DE SES BRUIXES, S.L.",16.0,I. Hostelería,47.0,Pequeña,2292.0,2019.0
Aragón,"DKV SEGUROS Y REASEGUROS, S.A.E.",926.0,K. Actividades financieras y de seguros,538.0,Gran empresa,2293.0,2019.0
Comunitat Valenciana,"PAVASAL EMPRESA CONSTRUCTORA, S.A.",4622.0,F. Construcción,8713.0,Gran empresa,2294.0,2018.0
"Madrid, Comunidad de","SERVICIOS INTEGRALES EN MADERA DE EXTERIORES, S.L.",19.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,19.0,Pequeña,2295.0,2018.0
Galicia,"AUTOMOVILES Y MOTORES EUROPEOS, S.A.U.",36.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,50.0,Pequeña,2296.0,2018.0
Castilla y León,PAGO DE CARRAOVEJAS,217.0,"A. Agricultura, ganadería, silvicultura y pesca",1451.0,Mediana,2297.0,2019.0
Galicia,"SEVERIANO SERVICIO MÓVIL, S.A.U.",1814.0,H. Transporte y almacenamiento,3030.0,Gran empresa,2298.0,2019.0
"Murcia, Región de","JUMSAL, S.A.",203.0,B. Industrias extractivas,8138.0,Mediana,2299.0,2019.0
"Asturias, Principado de","ELECTRICIDAD LLANO, S.L. ",169.0,F. Construcción,243.0,Mediana,2300.0,2019.0
"Balears, Illes","MELCHOR MASCARÓ, S.A.U.",4996.0,F. Construcción,8551.0,Gran empresa,2301.0,2019.0
Andalucía,"KAURA COPRODUCTS, S.L.",240.0,C. Industria manufacturera,18576.0,Mediana,2302.0,2019.0
"Balears, Illes",ARABELLA GOLF MALLORCA,152.0,"R. Actividades artísticas, recreativas y de entretenimiento",820.0,Mediana,2303.0,2019.0
Andalucía,"DÍAZ CUBERO, S.A.",123.0,F. Construcción,143.0,Mediana,2304.0,2018.0
"Madrid, Comunidad de","GALOPIN PLAYGROUNDS, S.L.",81.0,C. Industria manufacturera,58.0,Mediana,2305.0,2019.0
Aragón,ASOCIACIÓN CULTURAL SOBRARBE,9.0,S. Otros servicios,134.0,Micro,2306.0,2019.0
"Murcia, Región de","MULTISERVICIOS TRITÓN, S.L.",44.0,F. Construcción,334.0,Pequeña,2307.0,2019.0
Cataluña,"VILLART LOGISTIC, S.L.U.",153.0,H. Transporte y almacenamiento,5602.0,Mediana,2308.0,2014.0
Cataluña,"VILLART LOGISTIC, S.L.U.",206.0,H. Transporte y almacenamiento,7262.0,Mediana,2309.0,2015.0
Cataluña,"VILLART LOGISTIC, S.L.U.",229.0,H. Transporte y almacenamiento,8144342.0,Mediana,2310.0,2016.0
Cataluña,"VILLART LOGISTIC, S.L.U.",219.0,H. Transporte y almacenamiento,8357.0,Mediana,2311.0,2017.0
Cataluña,"VILLART LOGISTIC, S.L.U.",220.0,H. Transporte y almacenamiento,9901.0,Mediana,2312.0,2018.0
Cataluña,"VILLART LOGISTIC, S.L.U.",212.0,H. Transporte y almacenamiento,9921.0,Mediana,2313.0,2019.0
Andalucía,"MOLPERSA EMPRESA CONSTRUCCION, S.L.",16.0,F. Construcción,22.0,Pequeña,2314.0,2019.0
Andalucía,"HERBECON SYSTEMS, S.L.",28.0,J. Información y comunicaciones,17.0,Pequeña,2315.0,2019.0
Castilla y León,"CENPOL SEGURIDAD, S.L.",2.0,"M. Actividades profesionales, científicas y técnicas",3.0,Micro,2316.0,2019.0
Cataluña,"BENITO ARNÓ E HIJOS, S.A.U.",1392.0,C. Industria manufacturera,658.0,Gran empresa,2317.0,2019.0
Andalucía,"GRUPO COSENTINO, S.L.",9658.0,C. Industria manufacturera,434828.0,Gran empresa,2318.0,2018.0
Castilla y León,FUNDACIÓN CANARIA PARA LA REFORESTACIÓN,12.0,"A. Agricultura, ganadería, silvicultura y pesca",29.0,Pequeña,2319.0,2019.0
Comunitat Valenciana,"DESARROLLOS Y CONTRATAS GOLF, S.L.",28.0,"R. Actividades artísticas, recreativas y de entretenimiento",88.0,Pequeña,2320.0,2016.0
Comunitat Valenciana,"DESARROLLOS Y CONTRATAS GOLF, S.L.",25.0,"R. Actividades artísticas, recreativas y de entretenimiento",81.0,Pequeña,2321.0,2017.0
Comunitat Valenciana,"DESARROLLOS Y CONTRATAS GOLF, S.L.",26.0,"R. Actividades artísticas, recreativas y de entretenimiento",89.0,Pequeña,2322.0,2018.0
Comunitat Valenciana,"DESARROLLOS Y CONTRATAS GOLF, S.L.",27.0,"R. Actividades artísticas, recreativas y de entretenimiento",108.0,Pequeña,2323.0,2019.0
Comunitat Valenciana,"DOCKS LOGISTICS SPAIN, S.A.",136.0,H. Transporte y almacenamiento,4366.0,Mediana,2324.0,2019.0
Andalucía,GRUPO DOSEGUER,48.0,H. Transporte y almacenamiento,6926.0,Pequeña,2325.0,2019.0
Aragón,"BSH ELECTRODOMÉSTICOS ESPAÑA, S.A.",4377.0,C. Industria manufacturera,7434.0,Gran empresa,2326.0,2019.0
Castilla y León,"EMILIO ESTEBAN, S.A.",198.0,C. Industria manufacturera,2183.0,Mediana,2327.0,2019.0
"Balears, Illes",HOTEL SAMOS,207.0,I. Hostelería,793.0,Mediana,2328.0,2017.0
"Balears, Illes",HOTEL SAMOS,196.0,I. Hostelería,750.0,Mediana,2329.0,2018.0
"Balears, Illes",HOTEL SAMOS,178.0,I. Hostelería,516.0,Mediana,2330.0,2019.0
Comunitat Valenciana,"VULCANIZADOS ALBEROLA, S.L.",32.0,C. Industria manufacturera,121.0,Pequeña,2331.0,2019.0
"Murcia, Región de","EXCAVACIONES Y MONTAJES VIGUERAS, S.L. ",207.0,F. Construcción,963.0,Mediana,2332.0,2019.0
"Madrid, Comunidad de","BUROKOPY, S.L.",27.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,31.0,Pequeña,2333.0,2019.0
"Madrid, Comunidad de","XEROX ESPAÑA, S.A.U.",5017.0,S. Otros servicios,747.0,Gran empresa,2334.0,2019.0
Extremadura,"PROYECTOS Y SUBCONTRATAS, S.L. (DobleCubierta)",31.0,F. Construcción,93.0,Pequeña,2335.0,2019.0
País Vasco,"BYCAM, SERVICIOS, EDIFICIOS, INFRAESTRUCTURAS, S.A.",722.0,F. Construcción,264.0,Gran empresa,2336.0,2019.0
Cataluña,"BENITO ARNÓ E HIJOS, S.A.U.",1658.0,C. Industria manufacturera,817.0,Gran empresa,2337.0,2016.0
Cataluña,"BENITO ARNÓ E HIJOS, S.A.U.",1381.0,C. Industria manufacturera,805.0,Gran empresa,2338.0,2017.0
Cataluña,"BENITO ARNÓ E HIJOS, S.A.U.",2783.0,C. Industria manufacturera,1210.0,Gran empresa,2339.0,2018.0
"Madrid, Comunidad de","AUTOCARES JULIÁN DE CASTRO, S.A.",189.0,H. Transporte y almacenamiento,6462.0,Mediana,2340.0,2019.0
Castilla y León,OSSIAN VIDES Y VINOS,45.0,"A. Agricultura, ganadería, silvicultura y pesca",476.0,Pequeña,2341.0,2019.0
Castilla y León,HOYADA DE LOS LOBOS,14.0,"A. Agricultura, ganadería, silvicultura y pesca",50.0,Pequeña,2342.0,2019.0
Galicia,"XESTORES MEDIOAMBIENTAIS DE GALICIA, S.L.U.",6.0,"M. Actividades profesionales, científicas y técnicas",6.0,Micro,2343.0,2019.0
Andalucía,"UNICA COHORSAN, S.C.A.",60.0,"A. Agricultura, ganadería, silvicultura y pesca",4.0,Mediana,2344.0,2018.0
"Madrid, Comunidad de",DYNABOOK EUROPE GMBH SUCURSAL EN ESPAÑA,40.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,65.0,Pequeña,2345.0,2019.0
Castilla y León,"BODEGAS MENADE, S.L.",20.0,C. Industria manufacturera,47.0,Pequeña,2346.0,2019.0
Galicia,INELSA,119.0,F. Construcción,124.0,Mediana,2347.0,2019.0
"Madrid, Comunidad de","LAFARGEHOLCIM ESPAÑA, S.A.",9185.0,C. Industria manufacturera,2919857.0,Gran empresa,2348.0,2016.0
"Madrid, Comunidad de","LAFARGEHOLCIM ESPAÑA, S.A.",9243.0,C. Industria manufacturera,2800316.0,Gran empresa,2349.0,2017.0
"Madrid, Comunidad de","LAFARGEHOLCIM ESPAÑA, S.A.",9287.0,C. Industria manufacturera,3078424.0,Gran empresa,2350.0,2018.0
"Madrid, Comunidad de","LAFARGEHOLCIM ESPAÑA, S.A.",9458.0,C. Industria manufacturera,2809015.0,Gran empresa,2351.0,2019.0
"Rioja, La","CALZADOS NUEVO MILENIO, S.L.",57.0,C. Industria manufacturera,28.0,Mediana,2352.0,2019.0
"Madrid, Comunidad de",FUNDACIÓN CAPACIS,18.0,P. Educación,7.0,Pequeña,2353.0,2019.0
Comunitat Valenciana,"AKRA SEÑAL, S.L.",28.0,C. Industria manufacturera,90.0,Pequeña,2354.0,2017.0
Comunitat Valenciana,"AKRA SEÑAL, S.L.",31.0,C. Industria manufacturera,116.0,Pequeña,2355.0,2018.0
Comunitat Valenciana,"AKRA SEÑAL, S.L.",32.0,C. Industria manufacturera,111.0,Pequeña,2356.0,2019.0
Cataluña,"ISTEM, S.L.U.",43.0,F. Construcción,254.0,Pequeña,2357.0,2019.0
Cantabria,"EQUIPOS NUCLEARES, S.A.,S.M.E.",4686.0,C. Industria manufacturera,2817.0,Gran empresa,2358.0,2018.0
Cataluña,"NOVANTIA INTEGRAL, S.A.",53.0,F. Construcción,11.0,Mediana,2359.0,2019.0
Galicia,"PSM RENOVACIÓN TECNOLÓGICA Y BROKERAJE, S.A.",23.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,24.0,Pequeña,2360.0,2019.0
"Madrid, Comunidad de","TECNOFIRMES, S.A.",895.0,F. Construcción,309.0,Gran empresa,2361.0,2019.0
Aragón,"ARAGONESA DE GESTIÓN DE RESIDUOS, S.A.",15.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",74.0,Pequeña,2362.0,2019.0
"Madrid, Comunidad de",GRUPO ELECNOR,7776.0,F. Construcción,104876.0,Gran empresa,2363.0,2019.0
Andalucía,"SUNARAN, S.A.T.",173.0,C. Industria manufacturera,703.0,Mediana,2364.0,2019.0
Comunitat Valenciana,"RECICLAJES ELDA, S.L.",48.0,G. Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas,696.0,Pequeña,2365.0,2019.0
Comunitat Valenciana,"RECICLATGES GUEROLA, S.L",39.0,"E. Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",682.0,Pequeña,2366.0,2019.0
País Vasco,"IOT WATER ANALITYCS, S.L.",20.0,"M. Actividades profesionales, científicas y técnicas",8.0,Pequeña,2367.0,2019.0
"Madrid, Comunidad de",BANCO SANTANDER,8775.0,K. Actividades financieras y de seguros,56615.0,Gran empresa,2368.0,2019.0
