Year;Name_organ;Type_organ;Sector_organ;Auton_community;Num_empl;Surface(m2)
2019;Farmàcia Salvador Puigcarbó;micro entity;"Comercio al por mayor y al por menor; reparación de vehiculos de motor y motocicletas";Cataluña;6;95
